GitCommitMessage	IsUseful	MatchedOnKeyword
add mediastoppedreason to wcohttps://chromium-review.googlesource.com/c/chromium/src/+/758583	True	
move storefocus/restorefocus to browserwindow	True	
text edits on remote	False	
chore: bump chromium to 92.0.4505.0 (master) (#29058)* chore: bump chromium in deps to 92.0.4500.2* resolve conflicts* update patches* chore: cherry-pick 82434206f306 from chromium (#29060)* fix patch* chore: bump chromium in deps to 92.0.4501.0* chore: bump chromium in deps to 92.0.4502.0* chore: bump chromium in deps to 92.0.4503.0* chore: update patches* 2869869: [code health] refactor listvalue::insert in gpu compositorhttps://chromium-review.googlesource.com/c/chromium/src/+/2869869* 2877924: separate inkdrophost from inkdrophostviewhttps://chromium-review.googlesource.com/c/chromium/src/+/2877924* chore: bump chromium in deps to 92.0.4504.0* update patches* fixup for separate inkdrophost from inkdrophostviewhttps://chromium-review.googlesource.com/c/chromium/src/+/2877924* 2873469: compute hashes of .pak files during the build, and check it at runtime.https://chromium-review.googlesource.com/c/chromium/src/+/2873469* 2874397: remove flag to disable microtasks scope consistency checkshttps://chromium-review.googlesource.com/c/v8/v8/+/2874397* 2881471: remove unneeded trace_event.h includes in headers.https://chromium-review.googlesource.com/c/chromium/src/+/2881471* 2844717: [keyboard tooltip] rename rwhv*::settooltiptext to updatetooltipundercursorhttps://chromium-review.googlesource.com/c/chromium/src/+/2844717* chore: bump chromium in deps to 92.0.4505.0* chore: update patches* 2883887: retire scopedobserver in /chrome/browser/predictors.https://chromium-review.googlesource.com/c/chromium/src/+/2883887* 2883694: retire scopedobserver in /chrome/browser.https://chromium-review.googlesource.com/c/chromium/src/+/2883694* fixup after merge* fixup: remove flag to disable microtasks scope consistency checks* temporarily disable setcallhandler-test.js nan testthis test should be renabled once https://github.com/electron/electron/pull/29028 lands* use gin_helper::microtasksscope instead of v8::microtasksscope* chore: bump chromium in deps to 92.0.4506.0* update patches* revert "update patches"this reverts commit 333ec0d4c205bd3cbee28d2bc3d068871dbb900a.* revert "chore: bump chromium in deps to 92.0.4506.0"this reverts commit 2bd52f8cd89b173c8b15a61d74fa7539cdbf574b.* fixup: use gin_helper::microtasksscope instead of v8::microtasksscope* fixup: use gin_helper::microtasksscope instead of v8::microtasksscopeco-authored-by: jeremy rose <nornagon@nornagon.net>co-authored-by: jeremy rose <jeremya@chromium.org>co-authored-by: john kleinschmidt <jkleinsc@electronjs.org>co-authored-by: electron-roller[bot] <84116207+electron-roller[bot]@users.noreply.github.com>	True	
exit html fullscreen when window leaves fullscreen (#13090)	False	
chore: update customizable_app_indicator_id_prefix.patch	True	
use an arrow function	False	
spec: callback for menu.popup	True	
format line length to 80 instead of 100	True	
add thickframe option	False	
create updates.md	False	
move item to trash without confirming on windowsthis will skip the "are you sure you want to move this file to the recycle bin?" dialog on windows.	True	
redirect relaunch process's stdout to /dev/null	True	
fix loading node integration when page in webview navigates, close #1068	False	
bump v10.0.0-nightly.20200212	False	
fix some optional args docs	True	
update brightray: fix os x linking problem	False	
revert "chore: s/size/length (#16351)"this reverts commit 03e16ffa576ad623eedb2a850d1cb975de9f42a1.	False	
adds display:inline-block to style tagthe example attempts to change the height of an inline element (webview), which has no effect.the height will now take effect.	True	
views: add an empty menu bar.	False	
fix transparent window having border on os x 10.9	False	
fix: remove define_web_contents_user_data_key in //electron.https://bugs.chromium.org/p/chromium/issues/detail?id=589840	False	
fix crash happened in uvrunonce	False	
correct wrong words???????????????	False	
remove linux_clang option	False	
remove standard lint warnings	False	
bump v0.12.7.	False	
place devtools webcontents underneath inspected webcontents.this commit has this strategy implemented on mac.see https://code.google.com/p/chromium/issues/detail?id=318751.	True	
simplify menu api.	False	
tighten up section title	False	
chore: bump node to v12.18.3 (master) (#24707)co-authored-by: shelley vohr <shelley.vohr@gmail.com>	True	
feat: allow inspection of specific shared workers (#20389)	False	
imageskiarep doesn't release memory	False	
linux: suppress compiler warnings of breakpad.	False	
feat: add wco height option (#31222)* feat: add wco height option* add docs and mac functionality* add macos functionality and height lowerbound* update docs/api/browser-window.mdco-authored-by: john kleinschmidt <jkleinsc@electronjs.org>* update macos functionality* add chromium related notes* add test and fix pixel under button bug and fix typo* revert changes to docs/api/frameless-window.md* modify `usecustomheight` calls* update `usecustomheight` and `getcurrentmargin`* modify margin calculation* fix minimum custom height on macos* update window_buttons_proxy.mm* fix specified traffic light positionsco-authored-by: john kleinschmidt <jkleinsc@electronjs.org>	True	
ci: do not run verify-ffmpeg on mac on circleci	False	
disable acclerated composition in frameless window.	False	
update chrome version	False	
only append command line params for renderer process	True	
expose nativewindow.setthumbarbuttons api to all platforms.	True	
update type to level in debugger message spec	True	
:white_check_mark: add simple spec for getosprocessid()	True	
[win] override node's console and output stream with chromium's logging.on window node doesn't outputing as gui program, so we have to switch tochromium's implementation. hacking into node (like what we did beforethis commit) would sometimes make the outputing blocked.	True	
fix black bars around popups and scaled images when using gpu rendering	False	
build: update patches (#23061)	False	
build: add chromium tests targets (#14172)* chore: properly format build.gn* build: gn: add targets for chromium teststhose should only include test targets electron cares about.	True	
ci: build mac on circleci (#16552)	False	
docs: some tunes on desktop-environment-integration.md	True	
app: adding browser-window-focus/blur events	False	
docs: update online-offline-events.md to reflect nodeintegration required (#21707)* update online-offline-events.mdnodeintegration is required for online/offline and the default changed, so the example should reflect the need for that config* chore: fix lint warningco-authored-by: cheng zhao <zcbenz@github.com>	True	
feat: add tray.gettitle() (#17385)* feat: add tray.gettitle* fix spec	False	
standard-format has done its work; on to snazzy	True	
fix: child window with nativewindowopen should disable node integration (#15213)* fix: child window with nativewindowopen should disable node integration* revert "fix: do not enable node integration in child window if not enabled (#15076)"this reverts commit 0252d7686ce19c04f711d82f63590ff51bb5efc1.this patch is not needed anymore since we are force disabling node integrationfor child windows.	True	
give window a default content viewcertain apis are expecting the window to have a content view, having adefault one simplifies our design.	True	
update browser-window.mdfix app command web link	False	
declare one variable per statement in protocol code example	True	
preload doesn't load in sandboxed render if preload path contains special chars (#12037)* adding missing headers* adding ut* removing the file path exists check* fixing test* exposing window.require in ut	False	
rewrite update-frameworks script in python.	False	
fix minor typo	False	
downcast variable to appease clang	True	
add spec for denying perm requests when handler is cleared	True	
do not init menu lazily, otherwise empty menus would be invalid.	False	
disable throttling in tests	False	
update quick-start code to match quick-start repo	True	
formatting app.mdthis looks a bit odd on the site: http://electron.atom.io/docs/v0.36.0/api/app/#app-setusertasks-tasks-windows	True	
fix typo	False	
fix disable_scroll_begin_dcheck.patch	False	
docs: keyboard listeners no longer work on webview (#14369)	False	
light refactoring of the nativeimage module tests	True	
v8: set fatal error handler per isolate	True	
removing extra line break	False	
add guestid non-writeable assertions	False	
fix inconsistent indentation	False	
fix: add safeforterminationscopes for sigint interruptions (#26933)	True	
make browserwindowproxy guestid non-writeable	False	
note for os x, regarding sheets.added a note for os x users, to tell how to present dialogs as sheets.	True	
:memo: update as upstream[ci skip]	False	
[win] simply poll events for every 50ms.this only makes async functions half work, will use iocp for thepolling.	True	
chore: deprecate nativewindowopen in electron 17 (#32116)	False	
move the job of creating useractivity to atomapplication	True	
[docs] clean up some grammar around asar.	True	
enable client certificate tests	False	
docs: update type and description of incomingmessage.headers (#22522)* docs: update type and description of incomingmessage.headersfixes #22521updates the docs for incomingmessage.headers to match the changes made in #17517* update docs/api/incoming-message.mdco-authored-by: mark lee <malept@users.noreply.github.com>co-authored-by: cheng zhao <zcbenz@electronjs.org>co-authored-by: mark lee <malept@users.noreply.github.com>	True	
upgrade brightray for atom/brightray#184	True	
save the thumbar buttons when setting themthen restore the buttons when restoring the taskbar icon	True	
refactor: use v8 serialization for ipc (#20214)* refactor: use v8 serialization for ipc* cloning process.env doesn't work* serialize host objects by enumerating key/values* new serialization can handle nan, infinity, and undefined correctly* can't allocate v8 objects during gc* backport microtasks fix* fix compile* fix node_stream_loader reentrancy* update subframe spec to expect undefined instead of null* write undefined instead of crashing when serializing host objects* fix webview spec* fix download spec* buffers are transformed into uint8arrays* can't serialize promises* fix chrome.i18n.getmessage* fix devtools tests* fix zoom test* fix debug build* fix lint* update ipcrenderer tests* fix printtopdf test* update patch* remove accidentally re-added remote-side spec* wip* don't attempt to serialize host objects* jump through different hoops to set options.webcontents sometimes* whoops* fix lint* clean up error-handling logic* fix memory leak* fix lint* convert host objects using old base::value serialization* fix lint more* fall back to base::value-based serialization* remove commented-out code* add docs to breaking-changes.md* update breaking-changes.md* update ipcrenderer and webcontents docs* lint* use named values for format tag* save a memcpy for ~30% speedup* get rid of calls to shallowclone* extra debugging for paranoia* d'oh, use the correct named tags* apparently msstl doesn't like this dcheck* funny story about that dcheck* disable remote-related functions when enable_remote_module = false* nits* use enableif to disable remote methods in mojom* fix include* review comments	True	
fix: destroy getsize callback at last (#23930)	False	
only use default accelerator in windows/linux app menu	True	
chore: bump chromium to 1a093e6a0cb5e72ba78990fe39824 (master) (#24575)	True	
[ci skip]add systempreferences api simplified chinese translation	False	
add more scale factor specs	True	
add `menu` parameter for tray.popupcontextmenu	True	
remove directory assert	True	
update changes to ko-kr/api/app.md	True	
handle the page.reload command coming from devtools	True	
commit...* update build instructions to correctly reflect python version on centosthat has python 2.6.* correct fedora package install command. fedora now uses 'dnf' not 'yum'.* add rhel / centos section that does use 'yum' for package install.	True	
:art:	False	
replace views_bridge_mac with remote_cocoahttps://chromium-review.googlesource.com/c/chromium/src/+/1623573	True	
support alpha in backgroundcolor	False	
make sure --sysroot is appended at last	False	
docs: update nodeintegration section for new defaults (#17715)	True	
win: implement the atom_dump_symbols target.	True	
allow items to be assigned to multiple popovers	True	
enable passing objects and arrays when calling remote function.	False	
chore: enable_data_url_support does not exist anymore	False	
:art:	False	
feat: added missing info to iap transaction and product structures (#31739)	True	
add failing spec for no specified storage keys	True	
refactor: extensionuserscriptmanager is now userscriptmanagerrefs: https://chromium-review.googlesource.com/c/chromium/src/+/2657617	True	
move callback converter from native mate to electron	True	
fix compilation error.	False	
:memo: update korean docs as upstream[ci skip]	False	
general text edits to content-tracing	True	
set toolbar color for devtools.	True	
update dialog.md	False	
revert "bump v4.0.0-nightly.20180927"this reverts commit 06aaf71706bb25aaa5ac60eb4cdcb9dce2cbaba0.	False	
save coverage data when browser windows are destroyed	False	
add tests for view and webcontentsview	True	
win: asar: support "\" as path separator	True	
test: fix a bunch of flaky tests related to emittedonce (#15871)	True	
2721718: move hostid to extensions::mojom::hostidhttps://chromium-review.googlesource.com/c/chromium/src/+/2721718	True	
more license section clarification	False	
refactor: convert ipc-renderer.ts to typescript (#19556)* refactor: convert ipc-renderer.ts to typescript* update typings/internal-ambient.d.tsco-authored-by: samuel attard <sattard@slack-corp.com>	True	
update native_mate: close #5392	False	
docs: ignore_locks not break_repo_locks (#21775)	False	
fix: avoid contextbridge double free on garbage collection (#21592)* fix: reset next/prev pointers for life-monitored nodes* fix: don't double-delete nodes in a linked list	True	
fix typo when updating code	False	
docs: allow webrequest listener to passing null (#17006)	True	
there were new defaultprintingsetting fields added	False	
upgrade libcc for webview dnd fix	True	
slightly better conversion	False	
chore: directorylister memory management improvement (#18634)* chore: small memory management improvementco-authored-by: charles kerr <ckerr@github.com>* chore: fix code style* use start-from-one ref count, check ref_counted.h for motivations* reuse list_base_dir_* net::directorlister offloads directory enumeration to a differenttask sequence in its implementation, use of sequence runner onour end is unnecessary* don't manually `release` in `webcontentsdestroyed`, content::fileselectlisteneralready handles this case.	True	
feat: allow macos apps to set activation policies (#21983)	True	
fix(docs): update outdated ref to nsp (#24925)removes an outdated reference to node security project, which was acquired by npm some time ago. the new workflow for the same process (now the npm advisories page) has been added.	True	
add spec for browserwindow.setcontentbounds	True	
spec: fix asar spec due to change in node.jsnode.js rename the internalmodulereadfile to internalmodulereadjsonchange spec to reflect this change	True	
build: allow zip files to be created larger than 2gb	True	
bump v12.0.0-nightly.20201005	False	
add some docs for windows usage	True	
update node: fix link error in uv.	False	
don't generate a frame with gpu osr if ispainting is false	False	
remove unneeded returns	False	
docs: note safestorage.isencryptionavailable() needs ready event (#33724)	True	
:memo: fix typo in remote api docs [ci skip]	False	
refactor: remove private webcontents.getid() api (#13674)	True	
fix: disable partition alloc on mac (#33114)	False	
better wording about now deployment	False	
upgrade brightray for #941	True	
update crashpad to lastest branch	True	
make note about sync webview calls in docs	False	
build using make on linux	False	
update to use cr_* windows message macrossee https://codereview.chromium.org/146833020.	True	
fix: [mac] restore setbackgroundcolor functionality	True	
implement selectformat selector	True	
update libchromiumcontent for #5665	True	
upgrade to standard 7.1.2+	True	
fix: use webcontentsid with contextid together (#13749)after after using `processid-contextcounter` as contextid, it may happenthat contexts in different webcontents sharing the same renderer processget the same contextid. using webcontentsid as part of key inobjectsregistry can fix this.	True	
use v8::private symbols as identifiers for object properties	True	
upgrade libcc for worlds patch	True	
remove unsupported type	False	
bump v12.0.0-nightly.20201029	False	
bump v0.36.6	False	
update libchromiumcontent to 1df8e7cdac8aa74c91c19ae0691ce512d560ab3e.	True	
chore: bump @typescript-eslint version (#25986)* chore: bump @typescript-eslint version* chore: update config for newer @typescript-eslint* chore: disable eslint no-undef rule for typescript	True	
initialize session explicitly	False	
win: do not generate symbols for static libraries and strip .pdb in symbol name.	True	
chore: release notes should be an object (#16313)	False	
only call utf8toutf16 on windows	True	
fix typos in zh-tw readme docs	False	
use dummy stdin stream on windows.	False	
make dialog.showsavedialog accept no parent window.	False	
fix: allow renaming electron.exe (#15173)	False	
docs: remove reference to remote from faq (#24816)	True	
:memo: small fixes[ci skip]	False	
pages in chrome extension should not have node integration	False	
fix failing spec when refreshing test window	False	
first translationtranslate docs to korean	True	
docs: fix wording on testing documentation (#32279)	False	
add app require	False	
handlekeyboardevent returns boolhttps://chromium-review.googlesource.com/c/chromium/src/+/1262404	True	
revert "the "subpixel-font-scaling" option is removed"this reverts commit 98fbe5127b44a2cdbe0514f9205891c26ae588b8.	False	
allow "f1" - "f24" in accelerator.	True	
bump v0.34.1	False	
enable chromium style checker plugin for electron and brightray targets	True	
walk all files in atom/ and brightray/	True	
docs: fix two "add" mistake in snapcraft.md (#27151)	False	
fix compositorresizelock to do something.https://codereview.chromium.org/2773433003	True	
add asar-supported fs.accesssync implementation	False	
create point.md	False	
update var declarations	False	
fix nullref crash in removeguest	False	
rename semaphoreview to customwindowbuttonview	True	
doc: update e17 release dates (#31786)	False	
use path to non-existent file	True	
simplify the usage of singleton	True	
fix ternary	False	
bump v0.15.6.	False	
chore: use static_cast rather than c-style cast (#29467)	False	
make crash-reporter spec more reliable	False	
:memo: link to the guide	True	
add support for freebsd	True	
add support for launching html files directly	True	
don't defer in nswindow creationhttps://chromium-review.googlesource.com/c/chromium/src/+/2707696	True	
build with sparkle.framework.	False	
bump v0.34.3	False	
bump v12.0.0-nightly.20200907	False	
fixes and updates to getparameters	True	
test: multiple processes may crash in crashreporter test (#23695)	False	
fix linking problem with nodeplatform	True	
add a guestinstance attribute to webviews reflecting their current guestinstance id and allowing moving a guest instance to a new webview.	True	
feedback from review	False	
build: move to acr for docker image storage (#25710)	True	
chore: support converting oncecallback to v8 (#17941)	True	
refactor: port getremote to typescript (#16938)* chore: make aliasify work on .ts files as well* refactor: port getremote to typescript* refactor: implement feedback <3	True	
add verify ffmpeg back to circleci builds	True	
document webcontents.copyimageat(x,y)	False	
emit an error if `quitandinstall` is called without an update being available	False	
switch to footer link syntax	True	
devtoolsfrontendhost::create to return unique_ptr instead of raw pointerhttps://chromium-review.googlesource.com/c/chromium/src/+/1396614	True	
only include mac notifications on mac	False	
add `$` notation	False	
implement chrome.tabs.executescript	False	
update to electron v1.3.0	True	
fix: crash when run from smb network share (#17886)	False	
bump v7.0.0-nightly.20190701	False	
update crashpad implementation after code review.	False	
:construction_worker: close popup in aftereach	False	
ranged for is not supported by vs 2010.	True	
fix harder	False	
discard the extra node binary.we now use atom-shell's binary to execute scripts.	True	
no need to reference the icon in tray	True	
maximizable, fullscreenable docs	False	
revert "bump v19.0.0-nightly.20220228"this reverts commit 998c85af131b28c9f7e37b4833e96760a9cd6bf1.	False	
docs: link to apple developer docs for `app.ready` event (#31583)changes some links around. there was no link for `nsusernotification`, and`unnotificationresponse` incorrectly linked to our own `notificationresponse`api structure doc.	True	
fix electron_guest_window_manager_internal_window_open handler	False	
update as upstream	False	
chore: move ts-smoke tests to core (#16930)* chore: move ts smoke tests to core* fix: fix paths for tsconfig / ts-smoke runner* update ts-defs version* do not lintr	True	
ci: use vsts checkout of electron (#14926)	False	
bump v15.0.0-nightly.20210615	False	
ci: gn linux release builds (#13809)	False	
change to return emit	True	
update specs with new sandbox setting.	False	
cleanup the usages of std::wstring	False	
use_nss is used before chrome 45	True	
nsusernotification should respondnsusernotification is expected to responsd to `@selector(setcontentimage:)` with macos ^10.9	True	
update to electron v0.33.2	True	
check for nullness when comparing webcontents, close #1838	True	
add docs update for new api call	True	
bump v20.0.0-nightly.20220419	False	
chore: checkout the arm resources during publish sync	True	
fix: shutdown after message loop is ready (#16671)	False	
fix: load window-setup in sandboxed renderer (#21416)	False	
add that menu.setapplication only works after 'ready' event.i got caught on this while trying to add a menu in my application in osx.	True	
check menu.popup options are an object (#12325)* check menu.popup options are an object* add a spec for menu.popup options check* remove stray .only	True	
release resources in browser when renderer view is gonna unloaded.	True	
also show the text on windows and linux	True	
add pr template (#11888)	False	
chore: update e17 node module version (#31282)	False	
mac: do not change window size when in fullscreen	False	
bump v17.0.0-nightly.20211103	False	
update brightray submodule	False	
update libcc reference	False	
avoid adding a new option to webpreferences	True	
update the documentation on the release process to reflect the new versioning policy.	True	
:memo: update `readme.md`[ci skip]	False	
adding the compulsory flag in the api documentation of browserwindow.flashframe	True	
chore: bump chromium in deps to 73.0.3683.41 (#16981)	True	
update to electron v1.4.15	True	
:art: support non-native promises	False	
fix link to version-change-rules	True	
feat: add fuses for node_options and --inspect (#30190)* feat: add fuses for node_options and --inspect* chore: add node patch to ensure node_options are never parsed when fuse is disabledd* chore: fix lint* chore: flip boolean logic* chore: update patches* chore: add trailing _ to static member* update add_should_read_node_options_from_env_option_to_disable_node_options.patch* chore: update patchesco-authored-by: patchup <73610968+patchup[bot]@users.noreply.github.com>	True	
implement v8 -> c++ conversion of net::httpresponseheaders.	False	
refactor: use map instead of object for better semantics (#25982)	True	
fix failing ci on os x	False	
chore: refactor context isolation spec (#14394)* spec: refactor browserwindow module contextisolation option* spec: check for serialzation in isolated renderers separately	True	
fix: crash when using touchbarscrubber arrow button (#30661)	True	
docs: update native file drag and drop (#26044)fixed a typo.	False	
clean libchromiumcontent/src	False	
complete taskpriority::background->best_effort mass renamehttps://chromium-review.googlesource.com/c/chromium/src/+/1153461	True	
mac's version checking function has changed	False	
address changes from review	False	
add layoutmanager/boxlayout apis	False	
:memo: native drag & drop documentation	False	
docs: fix undefined variables	False	
mention deleting	False	
bump v0.13.2.	False	
remove unneeded check but document why it is not there now	False	
use dcheck instead of assert	False	
fix docs: app.md `setloginitemsettings``app.setloginitemsettings` documented arguments are misleading -- `path` and `args` should be passed in the `settings` object, not as separate params, like the code sample below it or in the test file here: https://github.com/electron/electron/blob/9250b559f91c3c1654484df46a8ba83f9bdbecd2/spec/api-app-spec.js#l336and in the actual c++ function declaration here: https://github.com/electron/electron/blob/f5a75c4e87a73a802c41e9fb3608e10772dbe600/atom/browser/browser.h#l104	True	
fix: check the root window in menubar::setpanelfocus (#16581)	False	
fix(docs): fix all missing dots and add some links	True	
add read-only version to planned 2.0 api	True	
win: use dip rect for tray icon's bounds	True	
convert "command" to "ctrl" in accelerators on non-mac.	True	
only register methods with members	False	
feat: support registering mv3 extension service workers (#27562)* feat: support registering mv3 extension service workers* feat: load chrome extension apis in worker context* feat: add more contentrendererclient service worker overrides* fix: lint error* refactor: emit object for 'registration-completed'* docs: clarify when registration-completed emits	True	
replace mac with os xcommit 691d8dd replaced "mac" with "os x". this commit replaces someother occurrences.	True	
emit 'blur' event at right time.	False	
add info on how to debug from 0.30 onwards	True	
webframe: api to register scheme as privileged	True	
feat: migrate protocol module to networkservice (part 6) (#18223)* fix: start node strem asyncly* fix: headers value may be a list* fix: simply destruct on finish/error* fix: class may destruct immediately after subscribing "data"* fix: send meaningful error* fix: must always provide a response body* fix: handle the case when one write can not write all data* fix: handle connection error	True	
fix change of filedescriptorwatcher api	True	
use xcode 7.	False	
test: ignore the ready event from pdf viewer (#28039)	False	
:memo: update faq to es6 [ci skip]	True	
add npm scripts for convenience	True	
revert "bump v18.0.0-nightly.20211130"this reverts commit 395b43b2937b0147606abb1e27a27cdf27167a87.	False	
add spec for starting crash reporter twice	True	
:memo: avoid breaking everyone's stuff	False	
modify again and add dialog.md	False	
fix: handle browserview reparenting (#27000)	False	
should override the virtual destructor.	True	
add script to make distribution and upload.the scripts are stolen from aroben/libchromiumcontent.	True	
fix: segfault on webcontents.fromid(xxx) (#26609)	False	
revert "bump v5.0.0-nightly.20190118"this reverts commit 83b44b735f44102a47ceab20c34165813b093d9e.	False	
put in-app purchase files under macos check	False	
chore: make util::promise a move-only type (#17071)	False	
add api\shell.mdadd api\shell.md	False	
build: explicitly depend on //dbus for the linux buildrefs: https://chromium-review.googlesource.com/c/chromium/src/+/1273525	True	
refactor: clean up the default app implementation (#14719)* disable nodeintegration* enable contextisolation* re-implement the csp security check to handle running incontextisolation* disable bad dchecks for the promise helper* remove the unused "-d" flag for the electron binary* added a way to hide the default help output for electron devs whodon't want to see it every time	True	
fix findinpage() documentation for correcting type definitionthis update fixes the return type of `findinpage()`, which is currentlytyped as `void` but actually it should be `number`.	True	
add detail for the browserwindow argument in dialog docs	True	
docs: update the build docs for electron to improve doc readability (#32663)	True	
fix: double-autorelease of nsimage (#21757)	True	
fix nativewindow::focus not moving focus to windowchromium's implementation is somehow not working as expected, the newimplementation follows the behavior of wmctrl.	True	
docs: represented file of window	False	
improve grammar and punctuation of clipboard.mdimprove the grammar, sentence structure, punctuation and formatting of`clipboard.md`.	True	
allowing file:// uri to access other file:// uris for filesytem api use	True	
docs: <webview>.sendinputevent	False	
rename dcs object	False	
update node, fixes #511.this is fixed by notifying the event loop to do next tick when theuv__io_feed is called, see http://git.io/evyepa.	True	
gtk: make browserwindow::hasmodaldialog work.fixes atom/atom#2658.	True	
build: ensure we use objc regexps for export-patches (#17598)* build: ensure we use objc regexps for export-patches* build: also use objc for *.mco-authored-by: marshallofsound <samuel.r.attard@gmail.com>	True	
improve #1307	False	
fix: add check in ismaximized for non-ws_thickframe windows (#26586)* fix: add check in ismaximized for non-ws_thickframe windows* remove logs* change getposition for getnativewindow* change getposition for getnativewindow in ismaximize* add top left corner check* add transparent maximization test* replace window and display comparison* rebase off master	True	
chore: remove unused patch chunk from bad merge (#29248)* chore: remove unused patch chunk from bad merge* chore: update patchesco-authored-by: patchup <73610968+patchup[bot]@users.noreply.github.com>	False	
revert "bump v5.0.0-nightly.20190116"this reverts commit 82fc0996021700d029b6ce091014f6aa8318000a.	False	
fix api changes of chrome 38	False	
bump v4.0.0-nightly.20181009	False	
use smart pointers in a couple places.	False	
read window size properly in `window.open` test`browserwindow#getsize` returns `[width, height]`, not `{width, height}`.	False	
build: store the patches config in a json file (#15395)	True	
remove coffeescript ref variables	False	
proper dpi parameter type for pdfrendersettings	True	
test: enable locale test for asan build (#28085)	True	
create memory-usage-details.md	False	
upgrade to chrome 42	True	
add a guide to keyboard shortcuts	True	
chore: [gn] run 'gn format' over build/node/build.gn	True	
fix cpplint errors in main_delegate.h	False	
bump v0.10.3.	False	
updated online-offline-events.mdimproved readability and simplicity.	False	
bump v7.0.0-nightly.20190713	False	
fixme: disable some of <webview> tag tests	True	
chore: remove add_realloc.patch (#29131)	False	
chore: convert callbacks-registry to ts (#18682)* chore: convert callbacks-registry to ts* fix class import syntax* move cb reg specs to spec-main	True	
update docs to reflect parameter method change	True	
fix standard linting error	False	
docs: fix typo (#29553)* typo fix* update main.js	False	
remove unused bootstrap method	False	
chore: remove c-style conversion for vibrantview (#29724)	True	
ignore npm install errors when running in ci	False	
:construction_worker: this calls for tests	True	
bump v11.0.0-nightly.20200819	False	
build: add support for spawning builds for a specific commit on appveyor (#29971)	True	
docs: update zh-cn doc debugging-main-process.mdupdate zh-cn doc debugging-main-process.md to be up-to-date withenglish ver.	True	
move web_view_manager to atom/browser	True	
changing command line option name	False	
revert "bump v14.0.0-nightly.20210510"this reverts commit 5167d11bfc82943e3543b99f82c751e2b69e9732.	False	
actually set and remove protocol handlers in io thread..	True	
chore: fix linting (#14135)	False	
docs: win.getparentwindow() returns browserwindow | null (#31548)	False	
remove some unneeded hacks for old os x versions	True	
address cpplint issue "constructors callable with one argument should be marked explicit.  [runtime/explicit] [5]"	True	
run tests for branches on appveyor	True	
make styles more consistent with website	False	
define v8_base	False	
fix: delay deletion of wrappable objects (#22044)	False	
linux: remove all the x and gtk+ related implementations.now we only uses gtk+ for app indicator and status icon, also notice thein chrome35 the gtk2statusicon class doesn't exist yet so we shipprelated files under chromium_src, remember to delete them after upgradedto chrome36.	True	
verify selectedindex to prevent nsrangeexception	True	
fixed build issues	False	
:memo: include utf-8 charset in quick start examplepartially fixes #678	False	
docs: add recent electron version to security checklist (#20206)* docs: add recent electron version to security checklist* update docs/tutorial/security.mdco-authored-by: mark lee <malept@users.noreply.github.com>* update docs/tutorial/security.mdco-authored-by: pedro pontes <pepontes@microsoft.com>* update docs/tutorial/security.mdco-authored-by: mark lee <malept@users.noreply.github.com>	True	
fix compilation errors on windows	False	
remove broken symlinks from buildtools before saving it to artifacts	True	
set icon for notification, and disable action on ubuntu	True	
run user's main script before everything is initialized, fixes #543.	True	
fix: support macos 10.14 sdk (#14758)* support macos 10.14 sdk* forward-declare nsuseractivityrestoring for backwards compatibility* that didn't work, let's resort to #ifdef	True	
don't call screen functions until app is readyfixes #907.	False	
spec: correctly cleanup the protocol test	True	
add interceptprotocol atomurlrequestjobfactory.	True	
chore: deprecate apply-patches in favour of git-{import,export}-patches (#15300)	False	
fix: webcontents.setzoomfactor crash (#32604)	True	
fixme: disable document.visibilitystate/hidden <webview> spec	False	
win: use absolute path for atl.	True	
:memo: docs for unity launcher badge api	True	
refactor: use ipcmainutils.invokeinwebcontents / ipcrendererutils.handle helpers for chrome apis (#17417)	True	
make sure guest view is destroyed immediately when embeder is closed	False	
enable return error for arbitray request job	True	
force request context to initialize beforing incepting protocol	True	
update libcc ref	False	
delete the extra text	False	
fixes crash caused by nativewindow::iswebviewfocused.the renderviewhostview could be null when the renderer process hascrashed.fixes #206.	True	
upgrade multiparty for os.tmpdir fix	True	
cleanup menurunner apihttps://codereview.chromium.org/2790773002	False	
start a contributing doc	False	
check internal field before converting	True	
screen lock / unlock events (#12714)* initial lock-screen and unlock-screen event implementation for macos* implementation of lock-screen and unlock-screen on windows	True	
remove unneeded include.	False	
steal chromeeventprocessingwindow from chrome.chromium has done quite a lot of low level works for us, steal them toease our lives.	True	
doc: improve eventemitter md formatting (#19345)	True	
bump v0.36.10	False	
first pass at menu event emission	False	
edits and standardization	False	
fix typo	False	
fix: make child windows not crash when ipc messages are received (#19553)	False	
chore: add deprecation notice for webprefences defaults (#15045)	True	
docs: revised windows taskbar page (#26120)* docs: revised windows taskbar page* docs: fixed mentions related to windows taskbar	True	
doc: explain browserwindow.capturepage.	False	
:memo: update korean docs as upstream[ci skip]	False	
address cpplint issue "include the directory when naming .h files  [build/include] [4]"	True	
allow clients to supply their own networkdelegate implementation	True	
add support for `plus` as accelerator key, fixes #1050	True	
assert context state after reload	False	
docs: notification on windows can use http:// icon now	False	
use persistentdictionary to store web perferences.	True	
bump v14.0.0-nightly.20210423	False	
bump v10.0.0-nightly.20200519	False	
add app.defaultsession	False	
create new release note or get the existing one when uploading.	False	
install tts dispatcher	False	
chore: simplify intentional-crash code (#19464)	False	
