GitCommitMessage	IsUseful	MatchedOnKeyword
re-add check_dtype=false to assert_qty_equal (for travis)	True	
update ixmp.jar- source diff https://github.com/iiasa/ixmp_source/compare/07b82efe90a6590b30cc764804f1e9187e9cfb55...8ea775a091d213a981b9f82a2bb3622d7ee77fbe	False	
replace _db_driver_class function with dict lookup	False	
add release notes forgotten in #73 (#74)	False	
increase test coverage of reporting.computationerror	True	
handle checked-out state in model.initialize_items, dantzigmodel.initialize	False	
fixes setup.cfg test path (#100)	False	
add but skip tests for scenario.from_url	True	
add set_unit to backend	True	
use populate_test_platform in tests	False	
increase core test coverage	False	
add #298 to release notes	True	
add --user-config pytest option	False	
streamline and document backend.s_item_get_elements	False	
requirements for messageix release 1.2 (#142)* extend dantzig example with both meta- and non-meta-timeseries* extend `clone()` to cover timeseries data in `first_model_year`* extend `clone()` tests (for same platform)* add valueerror when cloning across platforms without keeping solution* update unit test for cloning across platforms* move checking whether arg is year to own function* change order of adding timeseries for concistency with new `remove_solution()`* reftaor uit tests for `clone()` in line with new behaviour* extend function `remove_solution()` to accept `first_model_year` arg* add valueerror when re-solving a scenario* refactor unit tests for cloning across platform instances* minor docs cleanup* clean-up of comparison of distance values in integration tests* check parameter after cloning across platforms* harmonize after rebasing* edit test to keep solution when cloning across platforms* add validity check for initializing a scenario with `version` arg* make test-db name optional (for use in `message_ix`)* move `is_year` utils function to `utils` (for reuse in `message_ix`)* extend tests to make sure that solution is cloned across platforms* refactor to `isyear()`* docstring clean-up* simplify model naming convention in `testing` class* catch before trying to add duplicate units in the database* fix dictionary of model/scenario names* clean-up of docstrings* add validation that no duplicate region (synonym) is added* new ixmp.jar: cloning across platforms, timeseries features, messageix v1.2built from ixmp_source: commit `e5e5283add1040e1de1349fb84e76ebdb8b14a7b`* rename to `check_year` (as suggested by @gidden)* use explicit indexing (as suggested by @gidden)* add to readme* test that data is saved when cloning across platforms* from `ixmp_source` commit `1510549ccc765db91747e9051ae704ac49284e86`* minor docstring and arg changes (suggested by @khaeru)	True	
expand test_reporting_describe to test new default behaviour	True	
split distinct try: blocks in config.read(); tolerate unregistered	False	
winsolve (#22)* add some quotations to try to help windows users* update run test to confirm spaces works* update cmd to be single string if on windows	True	
upstream test of reporting???update_scenario()	True	
add timeseries.url property	False	
update io.py	False	
ignore commented csv lines in computations.load_file	False	
restore test coverage of backend.io	True	
copy input dataframe in add_par() to avoid changing its contents in the calling scope (#245)- add a test for #210- fix #210- update release_notes	True	
messageix manuscript reference update (#107)* update references to messageix manuscript in readme's and documentation* update reference to messageix south africa manuscript* formatting update in readme* escaping `&` in latex bib file	True	
add #391 to release notes	True	
adjust tests/data/report-input1.csv	False	
update lint.yaml	False	
ensure setuptools-scm is installed on gh actions runners	False	
run pytest ci jobs nightly	False	
appease stickler 2	False	
uses consistent semantics in docstrings of .base.backend.*_meta methods	True	
adjust test_computationerror_ipython for python 3.6	True	
prepare v3.1.0	False	
simplify reporting configuration code; don't log warnings	False	
type .cli.scenarioclass to avoid mypy complaints in message-ix	True	
catch all warnings in tests	False	
use si '/' in dantzigmodel units	False	
add test for tutorial value (#9)this ensures that the tutorials not just run, but also return the correct solution	True	
use syntax highlighting in doc/api-r.rst	False	
ignore unrelated filters in data_for_quantity	False	
matrix python versions in github actions workflow	False	
move gams adapter docs	False	
un-skip reporting tests	False	
add s_clear_solution to backend	True	
add #363 to release notes	True	
fix reading timeseries/layers subannual value- update ixmp.jar (iiasa/ixmp_source#251)- fix reading time span db values mapping	False	
downgrade jdbc to verion 8 to keep java 1.8 compatibility (#180)	True	
return int64 'year' and 'meta' cols from timeseries.get_geodata	False	
corrected format in tables of *python[ixmp package] section of docu	True	
added 2 tests to test timeseries variable name length (#47)	True	
remove _backend method for timeseries subclasses	True	
update pr and issue templates	False	
add test_jdbc.test_reload_cycle	False	
reorganize core tests 2	False	
allow missing units in computations.data_for_quantity() log message	False	
add ixmp.model.dantzig	False	
only reset_index() in format_scenario_list() when there are >0 results	False	
only log warning when reading sets/pars with mismatched idx_names	False	
adjust pytest invocation on appveyor and travis for new updated markers	True	
update cli tests	False	
update rixmp/description per rcmdcheck notes	False	
update install from source docs to include pip --editable option (#242)	True	
handle key with tag in reporting.key.product(); simplify code	False	
copyedit to match other docstrings	True	
use pkg_resources to retrieve version	True	
only dylibs (#32)	False	
add ixmp.testing.assert_logs; update docs	False	
move java/python conversions to backend.jdbc	True	
split "config" cli command to a group; add "config show"	True	
document key.from_str_or_key()	False	
also use rename_dims in reporter.from_scenario()	False	
support iterating with user-supplied callbacks (#115)* add callback arg to scenario.solve()* add test of callback* test warning raised for possibly malformed callback* update release notes* appease stickler* update solve() docstring* update add_region() docstring to squash sphinx warning* remove utf-8 character in test_core.py (py2 compat)* pass kwargs to callback* fix comments	True	
revert "replace deprecated `pandas.dataframe.ix[]` by `iloc[]` (#12)" (#15)this reverts commit `d4af47de6f294cd3f4c4b9df9cd3d1c4223b902a`. see #14	False	
lint core.py	False	
remove deprecated arguments to scenario.clone()	True	
complete test_excel_io	False	
added docsting to ixmp.platform.units() to report it in ixmp docu	True	
improve exception handling, move all java-specific tests to one module	True	
extend extras_require report (#431)	False	
improve performance in .backend.jdbc.to_jlist()- create, populate, and return the java.linkedlist in a single line,instead of incrementally.- convert a python iterable to a complete list, then pass to jpype,instead of passing each element individually.	True	
edited sentence to pass the stickler ci test	True	
fix how ixmp locates gams files on network drives (closes #203)- fixing how ixmp locates network drive paths, dealing with the issue #203- update release_notesco-authored-by: paul natsuo kishimoto <account+github@paul.kishimoto.name>	False	
apply black 22.1	False	
modify yaml syntax for reporting external files	True	
import java.util.properties via existing java_classes	False	
adjust tests	False	
return copy from config.get_platform_info	False	
use double quotes for pytest marker selection on appveyor	True	
add column headers from export_timeseries_data() to backend.fields	True	
use a unique hypersql url in test_weakref	False	
test .reporting.computations.store_ts	False	
use consistent names for global reporting vars; document	True	
remove use of .utils.logger(); mark as deprecated	True	
improve test coverage in .core	False	
install pytest on "lint" workflow for its type stubs	True	
fix string join in test_filters	False	
expand arguments accepted by quantity() constructor	False	
change test_mp fixture from class- to module-scopethis significantly improves performance in the test suite by reducingthe number of times new platforms (and thus jdbcbackends) must becreated and populated.add a new fixture test_mp_f, with "_f" indicating function-scoped.adjust where these are used in other fixtures and (some) tests.	True	
correct short url to rtd docs in readme	True	
ixmp teststest_check_year() and test_ispanda() are added.	False	
move open_db, close_db, units to backend	True	
add ixmp_data / execute all tests in temporary directories (#130)* execute all tests in temporary directories- new class ixmp.config.config to regularize config handling.- remove ixmp.default_paths, ixmp.default_path_constants.- cli.config(): use config.save().- scenario__init__(): use config.find_dbprops() and config.get().- conftest.py: new fixture 'tmp_env' and hook 'pytest_sessionstart'.- test_config.py: test config features.- test_core.py: use pytest 'caplog' fixture to test that configurationvalues are used.- test_tutorials.py: use 'tmp_env' to force tutorial execution in asandbox.* appease stickler* update release notes* update copyright years* coerce path to str for py2 compatibility* use next() instead of for/break	True	
cleanup for generating index dimensions (#110)* fix some corner cases for settings index dimensions, use utils functions* harmonization of nomenclature in `utils`* add `dist` folder to gitignore* add error message when creating index dimensions from set (not ordered)* add to release notes	True	
remove install.bat (#196)	False	
simplify handling of expected data in timeseries tests	True	
test "config show" cli command	False	
drop python 2 ci (#175)* turn off py2 ci on travis & appveyor* also force r binary install of appveyor on appveyor/windows* further strip py2 ci bits* strip marked/some obvious py2-isms* update release notes	True	
adjust test_reporting.test_cli and report-config-0.yaml	False	
reorganize reporting submodules	False	
reflow docstrings and comments	False	
simplify .reporting.utils.collect_units	False	
updated pytest version requirement to >=3.9 (#133)	True	
add meta (annotation) support for model/scenario levels (#353)* meta: add first dummy methods and tests* meta: rename scenario meta methodsto allow for the generic get_meta, set_meta, delete_meta methods,rename the scenario specific meta methods.* meta: add platform method to get/set meta- update ixmp.jar- add platform.get_meta, platform.set_meta- add some tests (only two pass so far)todo: make all tests pass, maybe add more tests* minor changes- remove redundant backend methods from platform- use unwrap to handle bigdecimals- fix tests- replace ixmp.jar (freshly built from appropriate branch)* update meta tests- look for more specific errors- add new test for model+scenario meta* update ixmp.jar- set_meta void return type- set meta version parameter type* meta: implement platform.remove meta; add tests- implement platform.remove_meta- deprecate scenario.delete_meta (scenario.remove_meta should be used)- add more tests* meta: improve validation of arguments* meta: add tests setting/retrieving booleans* meta: improve implementation, test scenario meta args* expose adding model/scenario names- update jar* meta: add more tests* create abstract base methods for adding model/scenario* add models/scenarios list methods- add tests* meta: add release notes, update documentation- add release notes- update docstrings- remove unused backend method delete_scenario_meta* add wrapping/unwrapping metadata list values + test* remove duplicate set_scenario_meta method* fix saving mixed metadata + test* meta: documentation, release notes, consistent names- update sphinx documentation- consistently use "meta category" instead of "meta attribute"- update release notes* meta: parametrize tests; fix scenario.add_meta bug* fix wrapping integer values (in list metadata)* rename platform.list_models to .models/.scenariosto be more consistent with existing platform methods like.regions() and .units():- rename platform.list_models to platform.models- rename platform.list_scenarios to platform.scenarios* meta tests: make constants upper-case* meta: minor doc updates* meta: update ixmp.jar, update+add tests- platform.get_meta() does not allow empty arguments- update ixmp.jar with bugfix ofhttps://github.com/iiasa/ixmp_source/pull/329- update and add tests* meta documentation update: valid argsdescribe valid args of getting/setting/deleting meta indicators* updated ixmp.jar- source diff https://github.com/iiasa/ixmp_source/compare/2c3244517d6ffd6de70c896d3198d9d3a43ddfae...07b82efe90a6590b30cc764804f1e9187e9cfb55* flake8 fix: unused f-string* platform.get_meta: add 'strict' parameter'strict' will only retrieve meta indicators from the exact given level(model, scenario, version combination).* remove calls of get|set|remove_scenario_meta* order backend jdbc and base methods.* adapt changed error message.* rename scenario/model methods- to distinguish from scenario/model objects, rename methods toget/retrieve scenarios/models to scenario_name and model_name- adapt documentation of parameters* update documentation.- adapt to renamed method names- some minor documentation fixes/updates* fix minor flake8 syntax error.* update release notes and backend test- update release notes to changed method names- remove methods from backend test* order backend test methods alphabetically.* minor release notes adaption.- correct method name to get_model_names() from model_names()co-authored-by: michael pimmer <blubb@fonfon.at>	True	
copyedit release_notes	False	
collect java binaries in ixmp/backend/jdbc/	False	
move dantzig gams file to ixmp/model/	True	
replace gams-inputdir by `subprocess(cwd=...)` (#10)	False	
remove py2-related code from appveyor ci config	False	
lint tests.backend.test_jdbc	False	
reset to development state	True	
add empty ixmp/tests/{,core}/__init__.py to satisfy mypy 0.800	True	
remove extras spec ("ixmp[tests]") fron appveyor conda reqs- not supported by conda (https://github.com/conda/conda/issues/2984)and recently ceased working.	False	
expand test_set() to cover remove_set(), scenario._keys()	True	
catch and re-raise ixexception in jdbcbackend.get	False	
update test of expected meta error message.	True	
pass key.product test	False	
use reporter.check_keys() in reporter.write()	False	
add "publish" ci workflow	False	
add backend documentation	False	
remove references to appveyor and travis	True	
reimplement import-timeseries using click	False	
simplify logging in platform.add_unit()	False	
update use of deprecated methods in r tutorials	True	
remove unused utils.harmonize_path	False	
exclude jpype 0.7.2 from ci; add python3-setuptools for teamcity (#278)- add python3-setuptools to dockerfile for teamcity ci- move dockerfile, add python3-distlib, unzip '-q'- add ci/run.sh for teamcity- exclude jpype1!=0.7.2 to avoid segfaults- add 'sparse' to 'tests' extra dependencies- reformat dockerfile per @zikolach suggestion- also exclude jpype 0.7.2 in ci/conda-requirements.txt	True	
tidy warn() import in ixmp.core	False	
added docsting to ixmp.platform.units() to report it in ixmp docu	True	
update pdwrite to support multiple dfs for excel (#64)* update pdwrite to support multiple dfs for excel* add tests for pd io* add release note* appease stickler* appease stickler* consolidate is_pd* fix bugs* add xlswriter to container* add xlrd to container* add xl to other cis* correct names..	True	
enable r tests in github actions workflows	False	
add sums kwarg to reporter.add()	True	
skip benchmark tests by default	False	
document limitations of jdbcbackend	True	
make ixmp test utilities available for message_ix (#137)* add run_notebook and get_cell_output to ixmp.testing* update release_notes* fix relative import in tests_tutorials* move 3 fixtures to ixmp.testing* add a missing path separator in ixmp.config* move some hooks to ixmp.testing* fix get_cell_output()* tidy & update documentation	True	
quote reporter.graph["config"] before dask.core.cull()earlier versions of dask would only fall into infinite recursion withget(), but (as of dask 2021.1.1 or a slightly earlier version) this alsoaffects cull().	True	
data_for_quantity(): raise valueerror on missing units, catch, & log	False	
adjust test_platform_jvmargs() for windows environment	True	
use python dataclasses internally to simplify config class- expand class docstring.- add typing.- don't overwrite values read from file when config.register() iscalled (fixes #415).	True	
ensure the database is open in test_reporter.test_cli()	False	
implement cachingbackend.del_ts; call in jdbcbackend	False	
get rid of temporary properties file- parameterize platform constructor with properties class instance	True	
update doc/conf.py for sphinxcontrib-bibtex 2.0.0	True	
add config.unregister(); _strict parameter to config.set()	True	
add .eggs to .gitignore (#332)	True	
use py3.6 compatible format strings	False	
print *and* return the result of reporter.describe()	True	
improve documentation of {read,write}_{excel,file}, get_log_level	True	
expand key functionality	False	
improve docstrings	False	
adapt links due to pr comments	True	
call model.initialize through scenario.__init__	False	
move tests/ tree inside ixmp/	False	
depend on openpyxl rather than xlrd/xlsxwriter	False	
add 'ixmp show-versions' cli command	False	
migrate to versioneer (#99)* migrate to versioneer* appease stickler* try again for windows and removing plus sign* add comment	True	
add attrseries.transpose(), .to_dataframe()	False	
parametrize and collect some timeseries tests	False	
add reporting.testing.random_qty	False	
add test_jdbc.test_exceptions	False	
specify exceptions raised by backend.item_get_elements	False	
fix adding timeseries with region synonyms (#164)* fix import timeseries- add test for editing timeseries in iamc format- add updated ixmp.jar- updated line lengths- add test for timeseries with synonyms- replace ixmp.jar (built from e9e1c502e9b6fb802c53e1a9d58df3a4bfc92cf7)- update ixmp java dependencies- updated jpype-related asserts in test_core* update tests- change scope for test_mp- replace test_mp_props- reduce verbosity	True	
always read notebooks as utf-8 in ixmp.testing.run_notebook()	False	
partially revert 7ea0eb9	False	
ensure timeseries/scenario.version is set when cloning (#246)- add a test for #211- fix #211 by always setting the version attribute- update release_notes	True	
move reporting assertions to reporting.testing	True	
add #378 to release notes	True	
adjust copyright dates to 2020	True	
add #435 to release notes	True	
remove gams version from cache key in pytest workflow	False	
fix last_update and test	False	
work around jupyter/nbclient#85	False	
set release version in rixmp/description	False	
expand calling options for reporter.add and reporter.apply	True	
tweak handling of deprecated args in platform/jdbcbackend	True	
appease stickler	False	
add errors= arg to scenario.from_url()	True	
allow tuple/sequence for backend.init_item(???, idx_sets=) and related	True	
log at debug, not warning, in reporting???data_for_quantity()	False	
apply "isort ." and "black ." to all python code	True	
add docstrings suggested by @gidden in review of related message_ix pr (#151)	True	
deprecate .utils.isscalar()	False	
appease stickler	False	
handle per-jdbcbackend jvm args via configuration (closes #408)	False	
include python 3.10 in "pytest" ci workflow	False	
remove deprecated dbtype argument to jdbcbackend	True	
add migration note per #416 to release notes	True	
add #362 to release notes	True	
further adjust jdbcbackend tests	False	
ensure checked-in state after backend.io.s_read_excel()	False	
add #327 to release notes	True	
add utils.maybe_check_out, utils.maybe_commit	False	
improve features for working with iamc-style timeseries data (#116)* write unit test for failing `add_timeseries()`* remove over-ambitious `mp.close_db()` in unit test* reset index when adding timeseries to scenario (if necessary)* change `timeseries.timeseries()` args for consistency with `pyam`* add java dependencies* refactor timeseries-table-formatting to own function, extend tests* migrate timeseries-tests to own test file* add function`remove_timeseries()` and tests* new ixmp.jar for better timeseries data treatmentbuild from commit `a5cac17bd0ba1fb9cbe52a3bf0463c20cb71f6e0`, includes new function for removing timeseries and fixes a bug when adding timeseries data to an ixmp.scenario* appease stickler, remove `pyam` dependency* add to release notes* reworked tests to fail on `remove_timeseries()`* more reworking of tests for removing timeseries* new  `ixmp.jar`: new features and bugfixes for working with timeseriesfrom `ixmp_source`, commit `e338178a900bf5c6e748ba8535460796a051a9fc`	True	
work around python/mypy#9940	False	
read csv or excel in utils.import_timeseries	False	
add workaround for pandas-dev/pandas#25760	True	
add utils.diff, utils.maybe_convert_scalar, and tests	False	
simplify access tests, remove unused specimens	False	
remove unused imports	False	
omit coverage of test_jdbc.test_gc; comment	True	
use --url options to shorten test_excel_io	True	
make computationerror tolerant of failure to capture locals	True	
add (disabled) ci configuration for python 3.9-dev	True	
add 'file-io' documentation page	False	
use --no-multiarch when installing r package (ci / windows)	False	
more user-friendly exception handling in jdbcbackend constructor	False	
update versions of actions used in ci workflows	True	
exclude windows-latest py3.6 [ci]	False	
update documentation for computations.aggregate()	True	
handle un-renamed dims in data_for_quantity	False	
add test for key.product	True	
set 2.0 in rixmp/description	False	
use a unique hypersql url in test_gc	False	
use scenario.idx_names in reporting.utils.keys_for_quantity	False	
test base.backend.handle_config()	False	
add tests of the backend abc	True	
bump pandas requirement to 1.2	True	
update unit tests, extend message-scheme `flexibility_factor` indices (#7)- refactors the unit tests and test-database to separate messageix-gams-specific tests from general tests and message-java-specific features. the austria tutorial will be migrated to the the message_ix repository.- includes a new ixmp.jar file, fixing a bug with the platform.getunitlist() function.-  switches from java.ext.dirs to adding the library jar files to the classpath explicitly    using ext.dir may cause problems when multiple python packages use jpype.- changes the index sets of the message-scheme flexibility_factor parameter, and renames an index set to rating bin for a more comprehensive implementation of the sullivan renewables formulation.	True	
added release notes and pr template (#56)	False	
add del_ts to backend; ensure garbage collection in jdbcbackend	True	
add config.register()	False	
release v0.2.0 (#157)* move and update pull_request_template.md* set rixmp release date and version* set version in release_notes.md* streamline setup.py* remove nonexistent db_files from setup.py* add summary/highlights to release_notes.md* add authors.md, use iiasa ene in setup.py	True	
accept --url argument in cli	False	
add rcmdcheck to gha workflow	True	
catch exception when jdbcbackend.__del__ is called during __init__	False	
update release notes	False	
update documentation of .utils; rewrap docstrings	True	
update github pull request template	False	
don't error on missing dim= kwarg in reporting???concat()	False	
modification on the meaning of 'compares equal'	True	
add development notes for .base.backend	True	
simplify invocation of rixmp tests	True	
improve description of #353 in release notes	True	
add jdbc._gc_aggressive option	False	
allow windows line endings in test_verbose_exception	False	
version bump to 0.1.2	True	
update ixmp._version.get_config to match setup.cfg	True	
adding cli command to run solver- add test- add remove solution flag- fix creating scenario from url (when run from message_ix)- update release notes	True	
move __init__ code to jdbcbackend, pass tests	True	
fix code style	False	
combine backend.init_{ts,s}; align {timeseries,scenario}.__init__	False	
document cachingbackend	False	
remove appveyor, travis, stickler	False	
remove pass in base.backend abstract methods	False	
switch to rtd sphinx theme (#118)* switch to rtd sphinx theme* remove include in custom.css* apply iiasa colours to sphinx rtd theme* update release notes	True	
add and use test fixture protect_rename_dims	False	
make test_resource_limit more permissive	False	
reset to development environment	True	
refactor core tests using new fixtures; group into classes	False	
update installation instructions	False	
move concat to reporting.computations; filter missing keys	True	
add test for #373	True	
add #422 to release notes	True	
upstream reporting.computations.update_scenario() from message-data	False	
strip py2 workarounds in tests/test_r.py	False	
copyedit release_notes	False	
move key from reporting.utils to (new) reporting.key	True	
remove py2-related links in `install` docs	False	
update docstrings, documentation	False	
increase coverage to 100% in ixmp.cli	True	
add (failing) test of writing gdx filenames with invalid characters	True	
remove ci/install-*.sh scripts	False	
bugfix for cloning message-scheme scenarios (#156)jar built from `ixmp_source`, commit `102758021ab77ac6ef1658a0f7dfab77e52f6cb9`	True	
tidy r test code	False	
update travis-ci.org link to .com in readme	True	
clean error message for `check_out()` and refactor to `..._solution` (#73)* add `has_solution()`, rename `..._sol`consistently to `...solution`* add clean warning when using `check_out()`* updating tests to new formulation	True	
ignore missing type stubs for pretenders to satisfy mypy 0.800	True	
address exception in computations.ratio	False	
adjust backend api spec to match jdbcbackend behaviour	True	
disable r caching on appveyor	False	
split .testing to 3 submodules; collect all fixtures and data	True	
temporarily disable rixmp tests	False	
update release_notes	False	
update travis to test both py2 and 3 (#83)	True	
reset to development state	True	
add jvm path to show_versions	True	
suppress windows warnings using temporarydirectory() in gamsmodel.run()	False	
document more backend methods	False	
catch jvmnotrunning when jvm shuts down before jdbcbackend is gc'd	False	
remove doc/ mentions of upstreamed code; add genno to intersphinx config	True	
demote missing annotation warning to info in timeseries.__init__()closes iiasa/message_ix#383.	True	
pass scheme to constructor from jdbcbackend.clone	True	
adjust log messages in tests to match code	True	
reformat rixmp::adapt_to_ret docs; wrap example in if (false) {}	False	
handle zero dims in key.from_str_or_key	False	
update release_notes	False	
add python3-zmq to ci/dockerfile for teamcity	True	
add pypi, conda-forge readme badges	False	
split reporter.add to reporter.add_single	True	
improve coverage to 100% in reporting.attrseries and .sparsedataframe	True	
remove a debugging print() statement	False	
reporting.configure(): log.warn instead of warn	True	
replace test_default_dbprops_file; add ixmp_cli fixture	False	
fix test access (#179) (#181)	False	
coerce str to path in computations.write_report()	True	
add ts_check_out, ts_commit to backend; clean loading of jclass	True	
update jdbc.py to allow using .remove_set() (#251)- update jdbc.py to allow using .remove_set()- extend test_set to implement a test for remove_set()co-authored-by: paul natsuo kishimoto <account+github@paul.kishimoto.name>	True	
java virtual machine xmx can now be user specified in python api (#26)	False	
update release_notes	False	
add model.gams.gams_version()brought upstream from message_ix	False	
remove 'pretenders' from conda-requirements	False	
convert some java exceptions to runtimeerror	True	
add styfle/cancel-workflow-action to 'pytest' ci workflow	True	
allow selection of items to write in scenario.to_excel	True	
set 2.0 in release_notes	False	
improve reporting (phase 2) (#150)- add ixmp.reporting submodule meeting requirements fromhttps://github.com/iiasa/message_ix/wiki/reporting#requirements- classes reporter, key,- submodules computations, describe, utils (attrseries, quantity, etc.)- cli using click.- hide code/imports under py27.- implementation notes.- doc: add documentation of reporting- ixmp: make reporter a top-level name- ixmp.testing: add quantity-agnostic assertions- tests:- test ixmp.reporting thoroughly- skip tests on py27- add --testr command-line option/mark- packaging:- add requirements: click, dask, graphviz, pint, pyyaml, xarray- use find_packages() in setup.py to install ixmp.reporting- update .gitignore- ci:- install requirements, including graphviz with 'chocolatey' on appveyor- set 'python: 3' for stickler to avoid mistaken e999; ignore w503 which iscontra pep8full list of commits:- add stub class for dask-based reporting- add inital methods for key, reporting- move reporting module to a subtree- split reporting module to submodules- make reporter a top-level name- more implementation notes- test reporter.from_scenario() on dantzig problem- improve key, key.aggregates()- keep xarray attributes in calculations- test (dis)aggregation on dantzig- add computation todo- add & test exogenous data input/file output- improve docstrings- retrieve equations and variables in reporter.from_scenario()- retrieve sets in reporter.from_scenario()- use partial() in key.aggregates() to encode string arguments.- move quantity_as_xr to reporting.utils- implement reporter.read_config(); parse csv- refresh todos- use find_packages() in setup.py to install ixmp.reporting- add dask to requirements- add xarray to requirements- appease stickler- fix tests after rebase- disable py27 builds on travis and appveyor- add reporter.visualize(); improve documentation- repeat sets of computations for different nodes (req. a6)- allow reporting from command-line (req. a8(iii))- install dask[array] to force toolz installation on ci?- try to resolve conflict/typo in cli.py- accept master typo in cli.py :(- add graphviz to requirements- install graphviz on ci infra; add pyyaml to requirements- convert str to path for subprocess in test_reporting_cli- same as previous- install graphviz with 'chocolatey' on appveyor- add reporter.describe() and tests- set 'python: 3' for stickler to avoid mistaken e999- fix recursion in reporter.describe()- add weighted aggregation- simplify reporting cli using click- pass/derive units for common operations- also handle units in reporting.utils.quantity_as_xr; write csv & xlsx- fix reporting cli test- add reporting.utils.rename_dims and .clean_units() for messageix- update gitignore- delay load; create reporting.describe- new computation aggregate2 for grouping- new 'aggregate' and 'sum' semantics- add reporter.full_key convenience method- appease stickler- add pint to requirements for ci- add click to requirements for ci- stickler: ignore w503, which is against pep8- hex(id(...)) is not repr() on windows- upper-case previous- fix windows hex(id(...))- simplify sum()- update documentation- make git ignore .coverage- simplify keys_for_quantity() to avoid expensive data load- use dask.optimization.cull()- add reporter.__contains__- fix xarray alignment in computations.product- add keys.product()- add reporter.add_product()- import 'make_dantzig' in test_reporting.py- place test_reporter_visualize result in a tmp_path- handle more configuration options for units- handle rename_dims through configure()- update test_report_size- add more checks for sparseness- add warning message in docs- fix bug in data_for_quantity logging- debug again???- disambiguate reporter from message_ix reporter for docs- handle size == 0 in sparseness check- first light - dantzig test passes- trying aggregate- testing- expand attrseries/quantity features- add attrseries.to_series() no-op- update comments re: quantity- add quantity-agnostic assertions to ixmp.testing (#147)- first test for quantity equals- add test for attrs property- fix failing test where attrs provided in constructor- update test_reporting.py to use ixmp.testing and remove quantity shim- rm extraneous test- make some tests more general- stickler- add check_attrs option- add test for check_attrs=false- drop values in computations- try updating brew before install- explicitly install- move travis trickery to ci/travis-before_install.sh- move reporting docs- remove an abortive attempt at reporting.computations.rebase- it was picked up somehow in the rebase.- remove utf-8 character in reporting/__init__.py (py2 compat)- re-add py2.7 tests to travis; skip for reporting- fix previous- add test for rudimentary rixmp usage of ixmp.reporting- remove more utf-8 characters for py2- add testr cli- support load=false in scenario._item()- use _item(..., load=false) in keys_for_quantity()- py2 compat: reorder args to reporter.product()- add filters arg to data_for_quantity()- py2 compat: don't use * in unpacking assignment- replace utf-8 character in ixmp.reporting.utils- add test_reporting_filters- add reporter.filter()- configure reporting filters via configuration file or key- fix expected results of reporter.describe() with filters- raise user-friendly exceptions from pint exceptions- more py2 compat in reporting.utils- rename reporter.filter ??? reporter.set_filters- more flexible test for log records- py2 compat in report.utils._parse_units- further py2 compat- change signature of reporter.add_product()- further py2 compat- py2 compat: require xarray < 0.12- further hide ixmp.reporting on py2- further hide ixmp.reporting in ixmp.testing, for py2 compat- remove utf-8 characters in test_reporting.py- py2 compat in test_reporting.py- py2 compat in test_reporting.py 2- py2 compat in test_reporting.py 3- py2 compat in test_reporting.py 4- skip rixmp tests of ixmp.reporting on py2- final tweaks to documentation- avoid importing xarray in ixmp.testing for appveyor / python 2.7- delay importing xarray on py2 in test_reporting.py	True	
adding warning for calling class ixmp.scenario with `scheme=='message'` (#79)* adding warning for `scheme=='message'`* add release notes* extend docstrings* another try for a deprecated-warning	True	
adjust test for deprecation warnings to match raised exceptions	True	
handle scalars in previous	False	
use '/', not '\', in windows jdbc urls 2	False	
combine backend.get_ts and .get_s	False	
simplify travis/appveyor ci config/align with message_ix	False	
cast to key() in more cases of reporter.add(), .add_product()	True	
move ._jobj() shim from timeseries to scenariotimeseries is clean of direct java references	True	
move test_report_size to testquantity.test_size	True	
add test to check if removing scenario objects cleans memory	True	
clear cache entirely in jdbcbackend.item_delete_elements	False	
documenting imxp.scenario.units() and correction of typos	True	
remove obsolete test_db_config_path	False	
add attrseries.drop, .rename	False	
format user-friendly exceptions on gamsmodel error (closes #383)	False	
add test_testing for .testing.resource	True	
test reporter.add_product()	False	
import show_versions in __init__.py; sort imports	False	
copy indexers dict in reporting???attrseries.sel	False	
relax test_platform_units- since a common pint registry is used for all code/tests, this testcan fail depending on whether it is run in isolation or as part ofthe entire suite. relax one log assertion to avoid these failures.	True	
use consistent parameter/variable name 'type_' in ._config	False	
add tests of gamsmodel options; adjust make_dantzig	True	
rename test_platform_init_raises to test_platform_deprecated	True	
see java_home in .appveyor.yml	False	
expand tests of "ixmp solve" cli command	True	
exclude windows-latest-3.10 job from "pytest" ci workflow	False	
use nbclient instead of subprocess in ixmp.testing.run_notebook()	True	
add dantzigmodel to documentation	True	
simplify jdbcbackend.{get,init}; update documentation	False	
mention performance tests in development docs	False	
remove deprecated usage of dbprops to specify path to jdbcbackend	True	
update test_new_scen	False	
reorganize core tests	False	
tidy & reflow docstrings & comments	False	
expand documentation and docstrings	False	
